collarid,DATETIME,LATITUDE,LONGITUDE,HEADING,ALTITUDE
st2010-3507,02/09/2014 15:00,0.800168,37.635698,186,908
st2010-3507,02/09/2014 16:00,0.800293,37.636435,57,915
st2010-3507,02/09/2014 17:01,0.806887,37.633032,293,918
st2010-3507,02/09/2014 18:00,0.807442,37.631188,119,924
st2010-3507,02/09/2014 19:00,0.809938,37.631162,205,908
st2010-3507,02/09/2014 20:00,0.81077,37.6308,254,915
st2010-3507,02/09/2014 21:00,0.811313,37.629422,163,912
st2010-3507,02/09/2014 22:00,0.81097,37.631758,206,931
st2010-3507,02/09/2014 23:00,0.81096,37.63068,124,922
st2010-3507,03/09/2014 00:00,0.810878,37.63072,52,889
st2010-3507,03/09/2014 01:00,0.808832,37.631155,52,923
st2010-3507,03/09/2014 02:01,0.807608,37.630062,178,915
st2010-3507,03/09/2014 03:00,0.802742,37.635535,174,924
st2010-3507,03/09/2014 04:00,0.799503,37.637073,35,913
st2010-3507,03/09/2014 05:00,0.799373,37.637435,92,900
st2010-3507,03/09/2014 06:00,0.79938,37.637602,140,899
st2010-3507,03/09/2014 07:00,0.791328,37.637373,337,899
st2010-3507,03/09/2014 08:00,0.786868,37.639113,12,901
st2010-3507,03/09/2014 09:01,0.78678,37.638943,96,876
st2010-3507,03/09/2014 10:00,0.7867,37.63946,51,893
st2010-3507,03/09/2014 11:00,0.787385,37.638715,59,882
st2010-3507,03/09/2014 12:00,0.785972,37.640237,184,895
st2010-3507,03/09/2014 13:01,0.784085,37.643327,156,871
st2010-3507,03/09/2014 14:00,0.792483,37.642958,71,900
st2010-3507,03/09/2014 15:00,0.79292,37.645252,107,894
st2010-3507,03/09/2014 16:00,0.792078,37.648853,261,902
st2010-3507,03/09/2014 17:00,0.79831,37.647425,308,913
st2010-3507,03/09/2014 18:00,0.80698,37.646492,0,907
st2010-3507,03/09/2014 19:01,0.81462,37.644138,335,906
st2010-3507,03/09/2014 20:00,0.822162,37.640157,280,908
st2010-3507,03/09/2014 21:00,0.82708,37.635135,50,920
st2010-3507,03/09/2014 22:00,0.825192,37.636053,4,937
st2010-3507,03/09/2014 23:00,0.827775,37.63237,0,926
st2010-3507,04/09/2014 00:00,0.827373,37.631387,127,926
st2010-3507,04/09/2014 01:00,0.824403,37.630703,240,926
st2010-3507,04/09/2014 02:00,0.816417,37.640268,263,926
st2010-3507,04/09/2014 03:01,0.815005,37.64112,30,919
st2010-3507,04/09/2014 04:00,0.80987,37.641957,106,929
st2010-3507,04/09/2014 05:00,0.80969,37.64177,355,921
st2010-3507,04/09/2014 06:00,0.809212,37.641535,202,920
st2010-3507,04/09/2014 07:00,0.795592,37.642085,228,917
st2010-3507,04/09/2014 08:00,0.790782,37.640217,180,921
st2010-3507,04/09/2014 09:01,0.788338,37.639238,194,899
st2010-3507,04/09/2014 10:00,0.78649,37.639462,80,890
st2010-3507,04/09/2014 11:00,0.786097,37.63985,12,896
st2010-3507,04/09/2014 12:00,0.788312,37.641438,150,870
st2010-3507,04/09/2014 13:00,0.788493,37.641655,102,899
st2010-3507,04/09/2014 14:00,0.789388,37.644075,65,900
st2010-3507,04/09/2014 15:01,0.789388,37.644075,65,900
st2010-3507,04/09/2014 16:01,0.791305,37.648978,227,909
st2010-3507,04/09/2014 17:00,0.793312,37.648233,105,897
st2010-3507,04/09/2014 18:00,0.795615,37.644235,263,907
st2010-3507,04/09/2014 19:01,0.801695,37.635517,145,884
st2010-3507,04/09/2014 20:00,0.807773,37.63561,146,899
st2010-3507,04/09/2014 21:00,0.807003,37.631868,39,902
st2010-3507,04/09/2014 22:00,0.812115,37.639435,186,936
st2010-3507,04/09/2014 23:00,0.807918,37.644982,131,907
st2010-3507,05/09/2014 00:00,0.814908,37.642842,262,907
st2010-3507,05/09/2014 01:00,0.812272,37.631163,189,907
st2010-3507,05/09/2014 02:00,0.810523,37.630663,308,910
st2010-3507,05/09/2014 03:00,0.810452,37.63072,125,1067
st2010-3507,05/09/2014 04:00,0.810687,37.63054,299,906
st2010-3507,05/09/2014 05:00,0.809992,37.630952,302,915
st2010-3507,05/09/2014 06:00,0.80994,37.630947,86,907
st2010-3507,05/09/2014 07:00,0.808923,37.630233,200,904
st2010-3507,05/09/2014 08:00,0.7991,37.632738,211,891
st2010-3507,05/09/2014 09:00,0.793733,37.635682,16,909
st2010-3507,05/09/2014 10:00,0.792493,37.636102,296,904
st2010-3507,05/09/2014 11:00,0.79144,37.638045,24,881
st2010-3507,05/09/2014 12:00,0.791718,37.63839,94,897
st2010-3507,05/09/2014 13:01,0.791718,37.63839,94,897
st2010-3507,05/09/2014 14:01,0.79234,37.639017,216,900
st2010-3507,05/09/2014 15:00,0.787375,37.64115,158,904
st2010-3507,05/09/2014 16:00,0.785222,37.642902,89,901
st2010-3507,05/09/2014 17:00,0.78994,37.648177,232,909
st2010-3507,05/09/2014 18:01,0.78897,37.648247,200,909
st2010-3507,05/09/2014 19:01,0.78897,37.648247,200,909
st2010-3507,05/09/2014 20:00,0.800735,37.636428,337,908
st2010-3507,05/09/2014 21:01,0.817418,37.638033,66,908
st2010-3507,05/09/2014 22:00,0.835375,37.633795,102,908
st2010-3507,05/09/2014 23:00,0.821992,37.634122,173,906
st2010-3507,06/09/2014 00:00,0.821277,37.632888,189,932
st2010-3507,06/09/2014 01:00,0.819443,37.63232,155,941
st2010-3507,06/09/2014 02:00,0.813047,37.631508,120,916
st2010-3507,06/09/2014 03:00,0.81301,37.63151,24,918
st2010-3507,06/09/2014 04:00,0.812158,37.631735,38,934
st2010-3507,06/09/2014 05:00,0.811702,37.632817,122,944
st2010-3507,06/09/2014 06:00,0.811592,37.632475,39,907
st2010-3507,06/09/2014 07:01,0.809585,37.632598,46,902
st2010-3507,06/09/2014 08:00,0.802607,37.634315,289,911
st2010-3507,06/09/2014 09:01,0.799183,37.636252,93,901
st2010-3507,06/09/2014 10:00,0.799292,37.637758,85,992
st2010-3507,06/09/2014 11:00,0.79217,37.636843,114,900
st2010-3507,06/09/2014 12:00,0.791543,37.638078,143,896
st2010-3507,06/09/2014 13:00,0.791708,37.637842,10,899
st2010-3507,06/09/2014 14:00,0.792328,37.63892,279,921
st2010-3507,06/09/2014 15:01,0.792688,37.64031,127,897
st2010-3507,06/09/2014 16:00,0.788057,37.640637,195,900
st2010-3507,06/09/2014 17:01,0.788057,37.640637,195,900
st2010-3507,06/09/2014 18:01,0.788057,37.640637,195,900
st2010-3507,06/09/2014 19:00,0.793785,37.64752,124,910
st2010-3507,06/09/2014 20:00,0.795393,37.643693,184,896
st2010-3507,06/09/2014 21:00,0.799085,37.642388,227,930
st2010-3507,06/09/2014 22:00,0.807088,37.630907,114,894
st2010-3507,06/09/2014 23:01,0.816328,37.630593,15,905
st2010-3507,07/09/2014 00:00,0.815202,37.628767,267,923
st2010-3507,07/09/2014 01:00,0.81278,37.632425,130,912
st2010-3507,07/09/2014 02:00,0.812738,37.634533,102,986
st2010-3507,07/09/2014 03:00,0.813075,37.635543,184,994
st2010-3507,07/09/2014 04:00,0.811947,37.635852,115,920
st2010-3507,07/09/2014 05:00,0.808885,37.635485,45,928
st2010-3507,07/09/2014 06:00,0.808158,37.6349,159,917
st2010-3507,07/09/2014 07:01,0.806342,37.634548,326,911
st2010-3507,07/09/2014 08:00,0.804928,37.632783,277,911
st2010-3507,07/09/2014 09:00,0.791587,37.637538,234,831
st2010-3507,07/09/2014 10:00,0.79154,37.637653,31,831
st2010-3507,07/09/2014 11:00,0.791632,37.637908,139,901
st2010-3507,07/09/2014 12:00,0.79158,37.638148,94,891
st2010-3507,07/09/2014 13:00,0.790307,37.64039,225,898
st2010-3507,07/09/2014 14:00,0.788877,37.644523,211,831
st2010-3507,07/09/2014 15:01,0.792175,37.652617,339,830
st2010-3507,07/09/2014 16:00,0.791842,37.649242,106,904
st2010-3507,07/09/2014 17:00,0.79225,37.648852,24,902
st2010-3507,07/09/2014 18:00,0.79514,37.644025,84,921
st2010-3507,07/09/2014 19:01,0.802542,37.640913,121,912
st2010-3507,07/09/2014 20:00,0.808228,37.638,309,912
st2010-3507,07/09/2014 21:00,0.814817,37.636282,152,923
st2010-3507,07/09/2014 22:00,0.815317,37.641607,136,927
st2010-3507,07/09/2014 23:01,0.810982,37.645285,310,930
st2010-3507,08/09/2014 00:00,0.808483,37.647175,180,935
st2010-3507,08/09/2014 01:00,0.803743,37.640832,194,935
st2010-3507,08/09/2014 02:00,0.79469,37.638468,171,907
st2010-3507,08/09/2014 03:01,0.786242,37.641223,126,935
st2010-3507,08/09/2014 04:00,0.78615,37.642768,239,897
st2010-3507,08/09/2014 05:00,0.78745,37.641108,189,891
st2010-3507,08/09/2014 06:00,0.787412,37.641157,60,895
st2010-3507,08/09/2014 07:00,0.784515,37.642088,55,895
st2010-3507,08/09/2014 08:00,0.786205,37.639093,323,896
st2010-3507,08/09/2014 09:00,0.786958,37.639188,208,898
st2010-3507,08/09/2014 10:00,0.787037,37.639163,155,899
st2010-3507,08/09/2014 11:00,0.78583,37.639602,88,894
st2010-3507,08/09/2014 12:00,0.785457,37.639993,129,901
st2010-3507,08/09/2014 13:00,0.78497,37.640957,249,898
st2010-3507,08/09/2014 14:00,0.78303,37.64286,11,898
st2010-3507,08/09/2014 15:00,0.78474,37.646947,58,922
st2010-3507,08/09/2014 16:00,0.785117,37.64701,80,884
st2010-3507,08/09/2014 17:00,0.788847,37.648363,246,900
st2010-3507,08/09/2014 18:01,0.784632,37.646292,137,901
st2010-3507,08/09/2014 19:00,0.791068,37.640775,337,904
st2010-3507,08/09/2014 20:00,0.80739,37.632757,84,921
st2010-3507,08/09/2014 21:00,0.80122,37.633782,122,903
st2010-3507,08/09/2014 22:00,0.796592,37.633492,264,918
st2010-3507,08/09/2014 23:00,0.794882,37.639092,0,873
st2010-3507,09/09/2014 00:00,0.792342,37.646145,62,916
st2010-3507,09/09/2014 01:00,0.783628,37.641603,189,910
st2010-3507,09/09/2014 02:00,0.791108,37.640405,174,897
st2010-3507,09/09/2014 03:00,0.794263,37.63569,242,900
st2010-3507,09/09/2014 04:00,0.796202,37.634397,253,881
st2010-3507,09/09/2014 05:00,0.795817,37.634958,243,898
st2010-3507,09/09/2014 06:00,0.795805,37.634983,258,899
st2010-3507,09/09/2014 07:00,0.79646,37.635368,27,901
st2010-3507,09/09/2014 08:00,0.786337,37.638732,244,893
st2010-3507,09/09/2014 09:00,0.78594,37.639472,52,896
st2010-3507,09/09/2014 10:00,0.785817,37.639588,12,902
st2010-3507,09/09/2014 11:00,0.78703,37.639127,326,884
st2010-3507,09/09/2014 12:00,0.786992,37.639262,182,893
st2010-3507,09/09/2014 13:00,0.784417,37.640767,100,888
st2010-3507,09/09/2014 14:01,0.784647,37.64298,101,882
st2010-3507,09/09/2014 15:00,0.784907,37.644793,161,910
st2010-3507,09/09/2014 16:00,0.786242,37.64269,0,914
st2010-3507,09/09/2014 17:01,0.785213,37.644533,168,897
st2010-3507,09/09/2014 18:00,0.784572,37.641927,237,899
st2010-3507,09/09/2014 19:00,0.79235,37.644243,0,895
st2010-3507,09/09/2014 20:00,0.793078,37.644077,37,902
st2010-3507,09/09/2014 21:00,0.79314,37.644193,213,903
st2010-3507,09/09/2014 22:00,0.798107,37.640145,114,919
st2010-3507,09/09/2014 23:00,0.812458,37.640557,228,925
st2010-3507,10/09/2014 00:01,0.80675,37.63231,200,917
st2010-3507,10/09/2014 01:01,0.804228,37.633488,237,907
st2010-3507,10/09/2014 02:00,0.804308,37.634028,19,905
st2010-3507,10/09/2014 03:00,0.803973,37.635083,171,917
st2010-3507,10/09/2014 04:00,0.804007,37.634703,331,912
st2010-3507,10/09/2014 05:00,0.803883,37.63448,200,910
st2010-3507,10/09/2014 06:00,0.803607,37.634785,132,896
st2010-3507,10/09/2014 07:00,0.80428,37.634417,228,906
st2010-3507,10/09/2014 08:00,0.801933,37.633427,357,898
st2010-3507,10/09/2014 09:00,0.791547,37.637897,0,910
st2010-3507,10/09/2014 10:00,0.785452,37.639255,45,898
st2010-3507,10/09/2014 11:00,0.786072,37.639495,288,910
st2010-3507,10/09/2014 12:00,0.786955,37.639195,101,897
st2010-3507,10/09/2014 13:01,0.786803,37.639598,178,896
st2010-3507,10/09/2014 14:00,0.788235,37.638848,46,894
st2010-3507,10/09/2014 15:00,0.792402,37.638915,130,900
st2010-3507,10/09/2014 16:00,0.796793,37.64274,282,906
st2010-3507,10/09/2014 17:00,0.802552,37.63409,18,902
st2010-3507,10/09/2014 18:01,0.802552,37.63409,18,902
st2010-3507,10/09/2014 19:01,0.80633,37.637012,222,869
st2010-3507,10/09/2014 20:00,0.807987,37.635013,49,919
st2010-3507,10/09/2014 21:00,0.810512,37.638835,153,915
st2010-3507,10/09/2014 22:00,0.809098,37.640258,173,919
st2010-3507,10/09/2014 23:01,0.80734,37.636775,95,912
st2010-3507,10/09/2014 23:59,0.809343,37.637295,108,925
st2010-3507,11/09/2014 01:00,0.806083,37.643518,250,936
st2010-3507,11/09/2014 02:00,0.800432,37.643952,246,855
st2010-3507,11/09/2014 03:00,0.794207,37.643555,186,911
st2010-3507,11/09/2014 04:00,0.789575,37.643563,127,895
st2010-3507,11/09/2014 05:00,0.789425,37.644042,62,891
st2010-3507,11/09/2014 06:00,0.78692,37.641627,61,890
st2010-3507,11/09/2014 07:01,0.785377,37.641203,288,889
st2010-3507,11/09/2014 08:00,0.7853,37.640257,86,1001
st2010-3507,11/09/2014 09:00,0.785235,37.641258,204,896
st2010-3507,11/09/2014 10:00,0.784605,37.642137,76,896
st2010-3507,11/09/2014 11:01,0.784605,37.642137,76,896
st2010-3507,11/09/2014 12:00,0.784618,37.641957,183,900
st2010-3507,11/09/2014 13:00,0.78572,37.646032,346,898
st2010-3507,11/09/2014 14:00,0.786868,37.647618,59,907
st2010-3507,11/09/2014 15:00,0.791188,37.649265,35,901
st2010-3507,11/09/2014 16:00,0.783572,37.645813,316,901
st2010-3507,11/09/2014 17:00,0.785662,37.64708,343,895
st2010-3507,11/09/2014 18:00,0.794402,37.644163,306,886
st2010-3507,11/09/2014 19:00,0.792792,37.640687,40,885
st2010-3507,11/09/2014 20:00,0.796513,37.641107,202,885
st2010-3507,11/09/2014 21:00,0.796233,37.641023,185,885
st2010-3507,11/09/2014 22:00,0.798283,37.640553,40,904
st2010-3507,11/09/2014 23:00,0.800013,37.641087,255,915
st2010-3507,12/09/2014 00:00,0.800567,37.641295,269,913
st2010-3507,12/09/2014 01:01,0.802202,37.644132,143,927
st2010-3507,12/09/2014 02:00,0.802148,37.644113,265,939
st2010-3507,12/09/2014 03:00,0.801275,37.644093,139,932
st2010-3507,12/09/2014 04:00,0.800065,37.642308,276,910
st2010-3507,12/09/2014 05:00,0.796203,37.643267,103,916
st2010-3507,12/09/2014 06:00,0.796183,37.642788,56,894
st2010-3507,12/09/2014 07:00,0.794587,37.641267,114,892
st2010-3507,12/09/2014 08:00,0.79103,37.64179,197,905
st2010-3507,12/09/2014 09:00,0.785317,37.640797,131,911
st2010-3507,12/09/2014 10:00,0.785148,37.640722,49,897
st2010-3507,12/09/2014 11:00,0.784813,37.64187,85,906
st2010-3507,12/09/2014 12:00,0.784608,37.641972,25,888
st2010-3507,12/09/2014 13:01,0.785627,37.644207,114,900
st2010-3507,12/09/2014 14:01,0.785047,37.646228,19,916
st2010-3507,12/09/2014 15:00,0.785452,37.644008,253,900
st2010-3507,12/09/2014 16:00,0.784357,37.641927,4,900
st2010-3507,12/09/2014 17:01,0.784357,37.641927,4,900
st2010-3507,12/09/2014 18:01,0.784357,37.641927,4,900
st2010-3507,12/09/2014 19:00,0.78979,37.644302,41,900
st2010-3507,12/09/2014 20:00,0.791922,37.643142,279,898
st2010-3507,12/09/2014 21:00,0.792808,37.643427,54,906
st2010-3507,12/09/2014 22:00,0.80093,37.637263,6,894
st2010-3507,12/09/2014 23:00,0.80763,37.63282,199,900
st2010-3507,13/09/2014 00:00,0.807778,37.63546,193,897
st2010-3507,13/09/2014 01:00,0.80949,37.640677,211,922
st2010-3507,13/09/2014 02:00,0.797792,37.639703,208,906
st2010-3507,13/09/2014 03:00,0.794093,37.63828,294,912
st2010-3507,13/09/2014 04:00,0.789077,37.639137,117,894
st2010-3507,13/09/2014 05:00,0.789185,37.64082,12,898
st2010-3507,13/09/2014 06:00,0.788498,37.64003,66,905
st2010-3507,13/09/2014 07:00,0.785268,37.640078,92,893
st2010-3507,13/09/2014 08:00,0.784062,37.640863,38,895
st2010-3507,13/09/2014 09:00,0.786455,37.641103,169,901
st2010-3507,13/09/2014 10:00,0.78448,37.641948,163,898
st2010-3507,13/09/2014 11:00,0.784472,37.64189,319,894
st2010-3507,13/09/2014 12:00,0.78451,37.642017,309,906
st2010-3507,13/09/2014 13:00,0.78441,37.64218,216,874
st2010-3507,13/09/2014 14:00,0.785388,37.642072,149,933
st2010-3507,13/09/2014 15:00,0.785447,37.647672,53,892
st2010-3507,13/09/2014 16:00,0.791523,37.65014,298,909
st2010-3507,13/09/2014 17:01,0.785647,37.641763,65,893
st2010-3507,13/09/2014 18:00,0.78401,37.643582,143,893
st2010-3507,13/09/2014 19:00,0.790688,37.64981,3,902
st2010-3507,13/09/2014 20:00,0.791972,37.64305,7,919
st2010-3507,13/09/2014 21:00,0.797228,37.639432,242,895
st2010-3507,13/09/2014 22:00,0.809373,37.640618,359,928
st2010-3507,13/09/2014 23:01,0.795827,37.63925,21,900
st2010-3507,14/09/2014 00:00,0.783142,37.643788,182,893
st2010-3507,14/09/2014 01:00,0.786975,37.640678,246,902
st2010-3507,14/09/2014 02:00,0.789815,37.638977,48,897
st2010-3507,14/09/2014 03:01,0.790948,37.641053,104,903
st2010-3507,14/09/2014 04:00,0.786635,37.64091,105,903
st2010-3507,14/09/2014 05:01,0.789065,37.640163,9,903
st2010-3507,14/09/2014 06:00,0.786802,37.64133,98,900
st2010-3507,14/09/2014 07:00,0.784335,37.64307,11,903
st2010-3507,14/09/2014 08:01,0.785838,37.642428,55,900
st2010-3507,14/09/2014 09:00,0.784808,37.641832,67,896
st2010-3507,14/09/2014 10:00,0.784763,37.641622,229,908
st2010-3507,14/09/2014 11:00,0.784577,37.641967,194,900
st2010-3507,14/09/2014 12:00,0.784593,37.641957,32,898
st2010-3507,14/09/2014 13:00,0.78509,37.6417,32,899
st2010-3507,14/09/2014 14:00,0.785718,37.641743,45,897
st2010-3507,14/09/2014 15:00,0.784755,37.642353,245,846
st2010-3507,14/09/2014 16:00,0.784507,37.641868,60,900
st2010-3507,14/09/2014 17:00,0.783758,37.6444,158,900
st2010-3507,14/09/2014 18:00,0.783573,37.645748,68,898
st2010-3507,14/09/2014 19:01,0.791677,37.642993,150,898
st2010-3507,14/09/2014 20:00,0.792662,37.64248,244,888
st2010-3507,14/09/2014 21:00,0.798962,37.638277,236,891
st2010-3507,14/09/2014 22:00,0.804067,37.635142,31,921
st2010-3507,14/09/2014 23:00,0.808383,37.639167,0,918
st2010-3507,15/09/2014 00:00,0.80988,37.640398,0,923
st2010-3507,15/09/2014 01:00,0.80933,37.639167,61,933
st2010-3507,15/09/2014 02:00,0.809433,37.639675,79,927
st2010-3507,15/09/2014 03:00,0.806175,37.641068,335,924
st2010-3507,15/09/2014 04:00,0.794692,37.640388,349,905
st2010-3507,15/09/2014 05:01,0.792472,37.636262,138,920
st2010-3507,15/09/2014 06:00,0.79199,37.635787,336,901
st2010-3507,15/09/2014 07:00,0.789727,37.638788,273,884
st2010-3507,15/09/2014 08:00,0.787087,37.639662,252,890
st2010-3507,15/09/2014 09:01,0.78685,37.639213,200,899
st2010-3507,15/09/2014 10:00,0.7871,37.639482,146,894
st2010-3507,15/09/2014 11:00,0.78779,37.639003,131,891
st2010-3507,15/09/2014 12:00,0.784603,37.641978,122,894
st2010-3507,15/09/2014 13:01,0.784567,37.64195,22,896
st2010-3507,15/09/2014 14:00,0.783978,37.642038,17,900
st2010-3507,15/09/2014 15:00,0.78517,37.641502,199,888
st2010-3507,15/09/2014 16:00,0.785555,37.641807,60,888
st2010-3507,15/09/2014 17:01,0.785005,37.641213,11,888
st2010-3507,15/09/2014 18:00,0.78379,37.640293,174,888
st2010-3507,15/09/2014 19:01,0.78488,37.64434,276,887
st2010-3507,15/09/2014 20:00,0.794703,37.637317,108,852
st2010-3507,15/09/2014 21:00,0.812352,37.641295,283,940
st2010-3507,15/09/2014 22:00,0.805753,37.641992,298,921
st2010-3507,15/09/2014 23:00,0.801748,37.640587,289,868
st2010-3507,16/09/2014 00:00,0.801815,37.640625,44,921
st2010-3507,16/09/2014 01:00,0.801133,37.644558,108,930
st2010-3507,16/09/2014 02:00,0.800065,37.644327,130,914
st2010-3507,16/09/2014 03:01,0.799363,37.642308,67,915
st2010-3507,16/09/2014 04:00,0.794498,37.640798,237,906
st2010-3507,16/09/2014 05:00,0.794312,37.640897,303,927
st2010-3507,16/09/2014 06:00,0.792998,37.639242,324,873
st2010-3507,16/09/2014 07:00,0.790717,37.63749,25,894
st2010-3507,16/09/2014 08:00,0.790107,37.638853,315,847
st2010-3507,16/09/2014 09:00,0.787998,37.638592,153,901
st2010-3507,16/09/2014 10:00,0.786933,37.639183,103,899
st2010-3507,16/09/2014 11:00,0.786828,37.639135,89,919
st2010-3507,16/09/2014 12:00,0.786113,37.639448,53,901
st2010-3507,16/09/2014 13:00,0.786943,37.639233,286,900
st2010-3507,16/09/2014 14:00,0.784865,37.641612,188,941
st2010-3507,16/09/2014 15:00,0.784728,37.643192,26,914
st2010-3507,16/09/2014 16:00,0.783835,37.645905,74,933
st2010-3507,16/09/2014 17:00,0.784795,37.642562,101,983
st2010-3507,16/09/2014 18:00,0.78533,37.642903,297,909
st2010-3507,16/09/2014 19:00,0.788158,37.638207,216,892
st2010-3507,16/09/2014 20:00,0.796472,37.637432,259,904
st2010-3507,16/09/2014 21:00,0.802168,37.643912,231,922
st2010-3507,16/09/2014 22:00,0.810178,37.642985,261,944
st2010-3507,16/09/2014 23:00,0.809265,37.646147,221,923
st2010-3507,17/09/2014 00:00,0.801248,37.645418,47,933
st2010-3507,17/09/2014 01:00,0.801033,37.64522,83,930
st2010-3507,17/09/2014 02:00,0.80109,37.64499,22,932
st2010-3507,17/09/2014 03:00,0.803523,37.63489,260,934
st2010-3507,17/09/2014 04:00,0.803223,37.634363,192,902
st2010-3507,17/09/2014 05:00,0.802723,37.63462,205,909
st2010-3507,17/09/2014 06:00,0.795375,37.636265,115,904
st2010-3507,17/09/2014 07:00,0.790337,37.63835,280,853
st2010-3507,17/09/2014 08:00,0.78693,37.639153,123,896
st2010-3507,17/09/2014 09:00,0.786992,37.63915,132,901
st2010-3507,17/09/2014 10:00,0.785152,37.638528,224,888
st2010-3507,17/09/2014 11:00,0.786898,37.639237,201,901
st2010-3507,17/09/2014 12:00,0.787185,37.639493,256,921
st2010-3507,17/09/2014 13:00,0.786997,37.638987,249,904
st2010-3507,17/09/2014 14:01,0.7869,37.639235,293,911
st2010-3507,17/09/2014 15:00,0.787457,37.640772,38,917
st2010-3507,17/09/2014 16:00,0.787465,37.640935,340,914
st2010-3507,17/09/2014 17:01,0.788002,37.63938,0,915
st2010-3507,17/09/2014 18:01,0.791717,37.638207,92,931
st2010-3507,17/09/2014 19:01,0.784733,37.645427,122,957
st2010-3507,17/09/2014 20:00,0.792047,37.645742,234,908
st2010-3507,17/09/2014 21:01,0.795958,37.64172,246,921
st2010-3507,17/09/2014 22:00,0.798043,37.644108,122,943
st2010-3507,17/09/2014 23:01,0.80399,37.639308,274,914
st2010-3507,18/09/2014 00:00,0.80987,37.639255,107,924
st2010-3507,18/09/2014 01:01,0.806182,37.64492,105,929
st2010-3507,18/09/2014 02:00,0.802763,37.644788,7,952
st2010-3507,18/09/2014 03:00,0.802788,37.64479,331,936
st2010-3507,18/09/2014 04:00,0.802643,37.644815,0,921
st2010-3507,18/09/2014 05:00,0.802727,37.64482,115,927
st2010-3507,18/09/2014 06:00,0.802805,37.64404,100,923
st2010-3507,18/09/2014 07:00,0.802068,37.644797,0,916
st2010-3507,18/09/2014 08:00,0.79264,37.64379,115,922
st2010-3507,18/09/2014 09:00,0.791395,37.643963,84,907
st2010-3507,18/09/2014 10:00,0.791453,37.643847,136,902
st2010-3507,18/09/2014 11:00,0.784567,37.641928,95,903
st2010-3507,18/09/2014 12:00,0.784367,37.64164,114,905
st2010-3507,18/09/2014 13:00,0.784452,37.641635,43,905
st2010-3507,18/09/2014 14:00,0.784102,37.641465,248,958
st2010-3507,18/09/2014 15:00,0.7817,37.640798,221,967
st2010-3507,18/09/2014 16:00,0.783757,37.641302,280,908
st2010-3507,18/09/2014 17:00,0.784577,37.641888,246,887
st2010-3507,18/09/2014 18:00,0.78348,37.647605,292,894
st2010-3507,18/09/2014 19:00,0.79723,37.644437,346,909
st2010-3507,18/09/2014 20:00,0.815712,37.644125,123,923
st2010-3507,18/09/2014 21:00,0.806405,37.632968,337,916
st2010-3507,18/09/2014 22:00,0.807585,37.635633,281,890
st2010-3507,18/09/2014 23:01,0.801798,37.645568,321,920
st2010-3507,19/09/2014 00:00,0.801608,37.64551,263,922
st2010-3507,19/09/2014 01:00,0.800703,37.645568,293,919
st2010-3507,19/09/2014 02:00,0.800327,37.644988,315,931
st2010-3507,19/09/2014 03:00,0.801033,37.64501,67,920
st2010-3507,19/09/2014 04:00,0.800867,37.644977,345,913
st2010-3507,19/09/2014 05:00,0.800792,37.645242,349,882
st2010-3507,19/09/2014 06:00,0.797055,37.645712,224,912
st2010-3507,19/09/2014 07:01,0.795705,37.644133,329,901
st2010-3507,19/09/2014 08:00,0.791528,37.646377,287,978
st2010-3507,19/09/2014 09:00,0.78662,37.643368,251,913
st2010-3507,19/09/2014 10:00,0.78425,37.641387,223,885
st2010-3507,19/09/2014 11:00,0.784558,37.641962,183,898
st2010-3507,19/09/2014 12:00,0.784552,37.641905,270,897
st2010-3507,19/09/2014 13:00,0.784372,37.642212,218,899
st2010-3507,19/09/2014 14:01,0.785842,37.643718,347,899
st2010-3507,19/09/2014 15:00,0.784412,37.641697,79,905
st2010-3507,19/09/2014 16:00,0.784585,37.641855,130,901
st2010-3507,19/09/2014 17:00,0.785687,37.64366,275,883
st2010-3507,19/09/2014 18:00,0.790182,37.64592,57,905
st2010-3507,19/09/2014 19:01,0.797883,37.64292,357,916
st2010-3507,19/09/2014 20:00,0.807933,37.643683,324,922
st2010-3507,19/09/2014 21:00,0.822235,37.637838,326,908
st2010-3507,19/09/2014 22:00,0.813752,37.634648,207,930
st2010-3507,19/09/2014 23:00,0.80811,37.63506,181,915
st2010-3507,20/09/2014 00:00,0.806265,37.637078,64,930
st2010-3507,20/09/2014 01:00,0.80483,37.63656,144,917
st2010-3507,20/09/2014 02:00,0.800888,37.639032,289,908
st2010-3507,20/09/2014 03:00,0.797958,37.639517,271,913
st2010-3507,20/09/2014 04:00,0.79834,37.639273,229,912
st2010-3507,20/09/2014 05:00,0.798307,37.638987,0,914
st2010-3507,20/09/2014 06:00,0.79376,37.640465,0,915
st2010-3507,20/09/2014 07:00,0.791377,37.639983,0,877
st2010-3507,20/09/2014 08:01,0.78995,37.63901,0,897
st2010-3507,20/09/2014 09:00,0.788547,37.639147,148,898
st2010-3507,20/09/2014 10:00,0.786755,37.639723,0,899
st2010-3507,20/09/2014 11:00,0.785992,37.639492,153,901
st2010-3507,20/09/2014 12:00,0.78696,37.639262,93,904
st2010-3507,20/09/2014 13:01,0.784405,37.641603,158,900
st2010-3507,20/09/2014 14:01,0.784563,37.641953,71,902
st2010-3507,20/09/2014 15:00,0.78455,37.641903,0,897
st2010-3507,20/09/2014 16:00,0.785143,37.644693,121,877
st2010-3507,20/09/2014 17:01,0.785617,37.648305,48,998
st2010-3507,20/09/2014 18:00,0.791352,37.649037,223,906
